ID	BlastType	SeqLength	HitAcc	HitDesc	Score	E-Value	PercentIdent	QueryStart	QueryEnd	HitStart	HitEnd
evm.model.HiC_scaffold_54.118	BLASTX1	355	XP_042243258.1	ecdysone-induced protein 74EF-like isoform X2 [Homarus americanus]	150	3e-08	38/59 (64%)	184	354	289	347
evm.model.HiC_scaffold_54.119	BLASTX1	162	XP_042232268.1	tyrosine-protein phosphatase Lar-like [Homarus americanus]	255	1e-23	49/54 (90%)	1	162	1779	1832
evm.model.HiC_scaffold_54.12	BLASTX1	657	XP_033122083.1	uncharacterized protein LOC117121088, partial [Anneissia japonica]	210	9e-16	42/110 (38%)	298	627	95	197
evm.model.HiC_scaffold_54.120	BLASTX1	2427	XP_042217815.1	uncharacterized protein LOC121863292 [Homarus americanus]	1295	1e-151	357/691 (51%)	7	1968	2	678
evm.model.HiC_scaffold_54.121	BLASTX1	762	QPO25082.1	ecdysone-induced protein 74EF isoform B [Callinectes arcuatus]	655	1e-82	136/137 (99%)	351	761	75	211
evm.model.HiC_scaffold_54.122	BLASTX1	3922	XP_042217815.1	uncharacterized protein LOC121863292 [Homarus americanus]	807	1e-83	279/616 (45%)	1	1638	436	1041
evm.model.HiC_scaffold_54.123	BLASTX1	798	XP_037786520.1	uncharacterized protein LOC119582378 [Penaeus monodon]	218	1e-15	42/47 (89%)	658	798	25	71
evm.model.HiC_scaffold_54.124	BLASTX1	765	XP_037795186.1	uncharacterized protein LOC119590584 [Penaeus monodon]	411	2e-41	102/309 (33%)	7	762	8	307
evm.model.HiC_scaffold_54.125	No Hit Found										
evm.model.HiC_scaffold_54.126	BLASTX1	203	WP_189336265.1	NYN domain-containing protein [Actinoplanes ianthinogenes]BCJ45262.1 RNA-binding protein [Actinoplanes ianthinogenes]GGR53372.1 RNA-binding protein [Actinoplanes ianthinogenes]	138	1e-07	23/56 (41%)	2	169	37	89
evm.model.HiC_scaffold_54.127	BLASTX1	243	XP_042232268.1	tyrosine-protein phosphatase Lar-like [Homarus americanus]	398	2e-42	75/81 (92%)	1	243	1752	1832
evm.model.HiC_scaffold_54.128	BLASTX1	180	XP_042233128.1	equilibrative nucleoside transporter 1-like isoform X1 [Homarus americanus]XP_042233129.1 equilibrative nucleoside transporter 1-like isoform X1 [Homarus americanus]	141	4e-08	25/27 (92%)	95	175	334	360
evm.model.HiC_scaffold_54.129	BLASTX1	187	XP_042243096.1	U7 snRNA-associated Sm-like protein LSm11 [Homarus americanus]	201	2e-16	36/48 (75%)	43	186	122	169
evm.model.HiC_scaffold_54.13	BLASTX1	540	XP_042882623.1	piggyBac transposable element-derived protein 2-like [Penaeus japonicus]	405	5e-42	96/204 (47%)	58	540	289	492
evm.model.HiC_scaffold_54.130	BLASTX1	206	ABI48890.1	opsin, partial [Neomysis americana]	304	6e-32	58/67 (86%)	6	206	166	232
evm.model.HiC_scaffold_54.131	BLASTX1	491	XP_042239398.1	organic cation transporter-like protein [Homarus americanus]	206	1e-15	45/111 (40%)	124	453	3	112
evm.model.HiC_scaffold_54.132	BLASTX1	372	XP_042209933.1	DNA replication complex GINS protein PSF1-like [Homarus americanus]	574	8e-73	102/123 (82%)	4	372	26	148
evm.model.HiC_scaffold_54.133	BLASTX1	2160	XP_027218157.1	poly(U)-specific endoribonuclease-like [Penaeus vannamei]ROT80310.1 Endoribonuclease-like protein [Penaeus vannamei]	1012	9e-128	193/270 (71%)	1351	2160	11	280
evm.model.HiC_scaffold_54.134	BLASTX1	1783	XP_045138291.1	poly(U)-specific endoribonuclease-like [Portunus trituberculatus]	728	5e-87	132/202 (65%)	49	645	18	218
evm.model.HiC_scaffold_54.135	BLASTX1	150	XP_042243271.1	poly(U)-specific endoribonuclease homolog isoform X1 [Homarus americanus]	162	4e-11	27/39 (69%)	34	150	210	248
evm.model.HiC_scaffold_54.136	BLASTX1	1343	XP_042242876.1	FERM, ARHGEF and pleckstrin domain-containing protein 1-like isoform X3 [Homarus americanus]	1811	0.0	372/508 (73%)	3	1322	595	1101
evm.model.HiC_scaffold_54.137	BLASTX1	696	KAG7157286.1	FERM, ARHGEF and pleckstrin domain-containing protein 2-like 2, partial [Homarus americanus]	1204	2e-164	221/231 (95%)	1	693	2	232
evm.model.HiC_scaffold_54.138	BLASTX1	1275	XP_016159983.1	PREDICTED: uncharacterized protein LOC107604255 [Ficedula albicollis]	195	4e-12	75/266 (28%)	5	709	42	305
evm.model.HiC_scaffold_54.139	No Hit Found										
evm.model.HiC_scaffold_54.14	No Hit Found										
evm.model.HiC_scaffold_54.140	No Hit Found										
evm.model.HiC_scaffold_54.141	No Hit Found										
evm.model.HiC_scaffold_54.142	No Hit Found										
evm.model.HiC_scaffold_54.143	BLASTX1	5314	XP_045137925.1	uncharacterized protein LOC123520093 isoform X6 [Portunus trituberculatus]	972	2e-102	320/733 (43%)	1	2103	1	687
evm.model.HiC_scaffold_54.144	No Hit Found										
evm.model.HiC_scaffold_54.145	BLASTN1	181	LR778268.1	Coregonus sp. 'balchen' genome assembly, chromosome: 16	71	4e-06	62/81 (76%)	10	90	12714776	12714842
evm.model.HiC_scaffold_54.146	BLASTX1	343	XP_042226367.1	uncharacterized protein LOC121869197 isoform X2 [Homarus americanus]	177	1e-13	29/54 (53%)	149	310	50	103
evm.model.HiC_scaffold_54.147	BLASTX1	893	XP_045105273.1	uncharacterized protein LOC123500687 [Portunus trituberculatus]	451	7e-49	91/176 (51%)	301	828	125	300
evm.model.HiC_scaffold_54.148	BLASTX2	441	CAC5395013.1	unnamed protein product [Mytilus coruscus]	146	4e-08	40/130 (30%)	85	435	5	132
evm.model.HiC_scaffold_54.149	No Hit Found										
evm.model.HiC_scaffold_54.15	BLASTX1	379	XP_042872723.1	dehydrogenase/reductase SDR family member 12-like isoform X3 [Penaeus japonicus]	493	4e-56	95/154 (61%)	1	378	133	286
evm.model.HiC_scaffold_54.150	No Hit Found										
evm.model.HiC_scaffold_54.151	BLASTX1	519	XP_042243275.1	uncharacterized protein LOC121880195 isoform X3 [Homarus americanus]	470	3e-56	113/180 (62%)	1	519	1	171
evm.model.HiC_scaffold_54.152	BLASTX1	514	XP_042221628.1	uncharacterized protein LOC121866099 [Homarus americanus]	609	3e-76	119/171 (69%)	1	513	17	182
evm.model.HiC_scaffold_54.153	No Hit Found										
evm.model.HiC_scaffold_54.154	BLASTX1	217	KAF0286761.1	Metabotropic glutamate receptor [Amphibalanus amphitrite]	165	2e-12	31/45 (68%)	80	214	76	120
evm.model.HiC_scaffold_54.155	BLASTX1	418	KAG0720133.1	Ryncolin-2 [Chionoecetes opilio]	376	4e-41	69/105 (65%)	2	316	122	226
evm.model.HiC_scaffold_54.156	BLASTX1	351	XP_033739428.1	uncharacterized protein LOC117326811 isoform X5 [Pecten maximus]	230	8e-20	44/85 (51%)	96	350	195	279
evm.model.HiC_scaffold_54.157	BLASTX1	1270	XP_028129883.1	uncharacterized protein LOC114325933 [Diabrotica virgifera virgifera]	727	8e-86	154/426 (36%)	1	1266	49	463
evm.model.HiC_scaffold_54.158	No Hit Found										
evm.model.HiC_scaffold_54.159	BLASTX1	3190	XP_045138507.1	protein sprint-like isoform X3 [Portunus trituberculatus]XP_045138508.1 protein sprint-like isoform X3 [Portunus trituberculatus]XP_045138510.1 protein sprint-like isoform X3 [Portunus trituberculatus]	2591	0.0	716/1107 (64%)	1	3087	298	1387
evm.model.HiC_scaffold_54.16	No Hit Found										
evm.model.HiC_scaffold_54.160	BLASTN1	756	LR877216.1	Acomys russatus genome assembly, chromosome: 5	175	1e-33	357/504 (70%)	123	605	2833384	2833861
evm.model.HiC_scaffold_54.161	BLASTX1	260	XP_045120280.1	opsin, ultraviolet-sensitive-like [Portunus trituberculatus]	318	9e-33	60/86 (69%)	1	258	271	356
evm.model.HiC_scaffold_54.162	BLASTX1	527	KAB7506870.1	Opsin, ultraviolet-sensitive [Armadillidium nasatum]	173	2e-11	32/39 (82%)	409	525	26	64
evm.model.HiC_scaffold_54.163	BLASTX1	591	XP_029429434.1	salivary glue protein Sgs-3-like [Rhinatrema bivittatum]	140	1e-06	45/112 (40%)	23	358	41	152
evm.model.HiC_scaffold_54.164	BLASTX1	567	XP_022236861.1	mucin-17-like [Limulus polyphemus]	144	9e-07	37/110 (33%)	71	400	224	333
evm.model.HiC_scaffold_54.165	BLASTX1	676	XP_030836904.1	uncharacterized protein LOC105440699 [Strongylocentrotus purpuratus]	751	2e-87	135/175 (77%)	19	540	328	502
evm.model.HiC_scaffold_54.166	BLASTX1	285	XP_045137763.1	DBH-like monooxygenase protein 1 homolog [Portunus trituberculatus]	336	6e-34	58/95 (61%)	1	285	486	580
evm.model.HiC_scaffold_54.167	No Hit Found										
evm.model.HiC_scaffold_54.168	BLASTN1	481	XM_013905495.1	Thecamonas trahens ATCC 50062 NOD3 protein partial mRNA	70	1e-05	48/56 (85%)	27	79	555	610
evm.model.HiC_scaffold_54.169	BLASTX1	649	XP_045137528.1	ryncolin-2-like [Portunus trituberculatus]XP_045137529.1 ryncolin-2-like [Portunus trituberculatus]	603	2e-74	118/192 (61%)	85	648	19	210
evm.model.HiC_scaffold_54.17	BLASTX1	658	XP_042228700.1	phosphatidylinositol phosphatase PTPRQ-like [Homarus americanus]	231	7e-18	63/166 (37%)	34	510	336	498
evm.model.HiC_scaffold_54.170	BLASTX1	661	XP_045137530.1	ryncolin-2-like [Portunus trituberculatus]XP_045137531.1 ryncolin-2-like [Portunus trituberculatus]	604	2e-74	118/192 (61%)	85	660	19	210
evm.model.HiC_scaffold_54.171	BLASTX1	457	XP_045137528.1	ryncolin-2-like [Portunus trituberculatus]XP_045137529.1 ryncolin-2-like [Portunus trituberculatus]	521	6e-63	101/152 (66%)	1	456	59	210
evm.model.HiC_scaffold_54.172	BLASTX1	556	XP_013786221.1	uncharacterized protein LOC106470228 [Limulus polyphemus]	497	2e-57	132/186 (70%)	1	555	1	180
evm.model.HiC_scaffold_54.173	No Hit Found										
evm.model.HiC_scaffold_54.174	BLASTX1	371	XP_045123126.1	uncharacterized protein LOC123511372 [Portunus trituberculatus]	163	2e-10	35/79 (44%)	1	237	1	78
evm.model.HiC_scaffold_54.175	BLASTX1	620	XP_045137528.1	ryncolin-2-like [Portunus trituberculatus]XP_045137529.1 ryncolin-2-like [Portunus trituberculatus]	530	2e-63	110/206 (53%)	2	619	51	210
evm.model.HiC_scaffold_54.176	BLASTX1	3397	XP_042233093.1	uncharacterized protein LOC121873537 isoform X1 [Homarus americanus]	3010	0.0	647/900 (71%)	749	3397	1	884
evm.model.HiC_scaffold_54.177	BLASTX1	765	XP_045113264.1	glucose-6-phosphatase 2-like [Portunus trituberculatus]XP_045113265.1 glucose-6-phosphatase 2-like [Portunus trituberculatus]XP_045113266.1 glucose-6-phosphatase 2-like [Portunus trituberculatus]XP_045113267.1 glucose-6-phosphatase 2-like [Portunus trituberculatus]	766	3e-97	162/237 (68%)	1	711	84	320
evm.model.HiC_scaffold_54.178	BLASTX1	1672	XP_042210107.1	aspartate--tRNA ligase, mitochondrial-like [Homarus americanus]	1286	7e-167	247/392 (63%)	2	1132	56	446
evm.model.HiC_scaffold_54.179	BLASTX1	408	XP_042239263.1	uncharacterized protein LOC121877540 isoform X2 [Homarus americanus]	142	5e-07	39/73 (53%)	1	207	264	336
evm.model.HiC_scaffold_54.18	BLASTX1	507	XP_034057156.1	uncharacterized protein LOC117536421 [Gymnodraco acuticeps]	572	5e-69	113/170 (66%)	1	507	1	169
evm.model.HiC_scaffold_54.180	BLASTX1	879	KAG0719419.1	Longitudinals lacking protein-like [Chionoecetes opilio]	814	1e-103	166/298 (55%)	1	867	4	286
evm.model.HiC_scaffold_54.181	BLASTX1	975	XP_042231596.1	proteasome activator complex subunit 4-like isoform X1 [Homarus americanus]	706	9e-80	184/379 (48%)	1	957	1569	1932
evm.model.HiC_scaffold_54.182	BLASTX1	558	QBS13807.1	Alpha-tubulin, partial [Macrobrachium nipponense]	865	1e-113	172/175 (98%)	1	525	2	176
evm.model.HiC_scaffold_54.183	BLASTX1	5023	XP_042242847.1	ankyrin-2-like isoform X12 [Homarus americanus]	4311	0.0	860/950 (90%)	2237	5023	43	989
evm.model.HiC_scaffold_54.184	BLASTX1	2286	XP_027219016.1	uncharacterized protein LOC113811463 isoform X8 [Penaeus vannamei]	587	5e-59	127/180 (70%)	20	559	2261	2440
evm.model.HiC_scaffold_54.185	BLASTN1	257	LR584443.1	Salmo trutta genome assembly, chromosome: 40	91	2e-11	165/234 (70%)	32	247	6076135	6076363
evm.model.HiC_scaffold_54.186	BLASTX1	1623	XP_033628035.1	uncharacterized protein LOC117290631 [Asterias rubens]XP_033646373.1 uncharacterized protein LOC117305606 [Asterias rubens]	810	8e-91	202/552 (36%)	10	1620	928	1462
evm.model.HiC_scaffold_54.187	BLASTX1	388	KAG7166386.1	Transposable element Tcb1 transposase-like 5 [Homarus americanus]	356	6e-39	61/118 (51%)	2	355	119	236
evm.model.HiC_scaffold_54.188	No Hit Found										
evm.model.HiC_scaffold_54.189	BLASTX1	860	XP_042204071.1	mitochondrial glutamate carrier 1-like isoform X1 [Homarus americanus]XP_042204080.1 mitochondrial glutamate carrier 1-like isoform X1 [Homarus americanus]KAG7176054.1 Mitochondrial glutamate carrier 1-like [Homarus americanus]	1111	5e-150	229/256 (89%)	3	770	8	262
evm.model.HiC_scaffold_54.19	BLASTN1	290	OU015551.1	Caprimulgus europaeus genome assembly, chromosome: 27	95	2e-12	183/266 (68%)	10	255	4241439	4241701
evm.model.HiC_scaffold_54.190	BLASTX1	916	XP_042204102.1	integrator complex subunit 6-like [Homarus americanus]	778	1e-91	189/266 (71%)	86	883	564	820
evm.model.HiC_scaffold_54.191	BLASTX1	5300	XP_042203437.1	dedicator of cytokinesis protein 7-like isoform X12 [Homarus americanus]	3052	0.0	582/679 (85%)	3257	5293	107	780
evm.model.HiC_scaffold_54.192	BLASTX1	748	XP_042203457.1	ankyrin repeat and SOCS box protein 12-like isoform X2 [Homarus americanus]XP_042203466.1 ankyrin repeat and SOCS box protein 12-like isoform X2 [Homarus americanus]	952	6e-127	174/249 (69%)	5	748	17	265
evm.model.HiC_scaffold_54.193	BLASTX1	543	KAG0718409.1	Cation-dependent mannose-6-phosphate receptor [Chionoecetes opilio]	414	8e-47	93/176 (52%)	1	528	31	200
evm.model.HiC_scaffold_54.194	BLASTX1	530	XP_042888728.1	ubiquinone biosynthesis O-methyltransferase, mitochondrial-like [Penaeus japonicus]	685	5e-87	120/176 (68%)	2	529	100	275
evm.model.HiC_scaffold_54.195	BLASTN1	200	XM_027364536.1	PREDICTED: Penaeus vannamei uncharacterized LOC113812622 (LOC113812622), mRNA	69	1e-05	57/72 (79%)	112	183	597	668
evm.model.HiC_scaffold_54.196	BLASTX1	1121	XP_014671080.1	PREDICTED: uncharacterized protein LOC106811872 [Priapulus caudatus]	1422	0.0	263/373 (70%)	3	1121	86	457
evm.model.HiC_scaffold_54.197	BLASTX1	841	XP_014676109.1	PREDICTED: uncharacterized protein LOC106816067 [Priapulus caudatus]	524	1e-57	116/301 (38%)	5	835	72	372
evm.model.HiC_scaffold_54.198	BLASTX1	1755	XP_042216238.1	uncharacterized protein LOC121862208 [Homarus americanus]	2165	0.0	385/539 (71%)	139	1755	139	677
evm.model.HiC_scaffold_54.199	BLASTX1	663	XP_037796986.1	sorting nexin-14-like isoform X4 [Penaeus monodon]	436	3e-45	79/96 (82%)	376	663	516	611
evm.model.HiC_scaffold_54.2	BLASTX1	465	XP_045128318.1	uncharacterized protein LOC123514502 [Portunus trituberculatus]	141	1e-06	44/135 (32%)	82	462	266	382
evm.model.HiC_scaffold_54.20	BLASTX1	305	XP_042861285.1	dynein axonemal heavy chain 7-like [Penaeus japonicus]	522	8e-59	96/101 (95%)	1	303	1134	1234
evm.model.HiC_scaffold_54.200	BLASTX1	743	XP_042227647.1	uncharacterized protein LOC121870007 isoform X3 [Homarus americanus]	746	6e-93	176/328 (53%)	1	741	97	403
evm.model.HiC_scaffold_54.201	BLASTX1	666	XP_027219044.1	leucine-rich repeat-containing protein 58-like [Penaeus vannamei]ROT71983.1 Leucine-rich repeat-containing protein 58 [Penaeus vannamei]	490	2e-55	104/148 (70%)	121	564	95	242
evm.model.HiC_scaffold_54.202	No Hit Found										
evm.model.HiC_scaffold_54.203	BLASTX1	1503	XP_042866307.1	sodium-dependent neutral amino acid transporter B(0)AT3-like [Penaeus japonicus]	1746	0.0	399/606 (65%)	1	1503	1	606
evm.model.HiC_scaffold_54.204	BLASTX1	1570	XP_042215884.1	high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A-like [Homarus americanus]	1440	0.0	266/323 (82%)	564	1532	124	439
evm.model.HiC_scaffold_54.205	BLASTX1	889	XP_042215886.1	ribosome biogenesis regulatory protein homolog [Homarus americanus]	922	6e-120	192/329 (58%)	7	789	4	332
evm.model.HiC_scaffold_54.206	BLASTX1	858	XP_045129685.1	uncharacterized protein LOC123515209 [Portunus trituberculatus]	326	7e-31	60/112 (53%)	1	336	81	192
evm.model.HiC_scaffold_54.207	BLASTX1	556	KAG1696934.1	Alpha-N-acetylgalactosaminidase [Nymphon striatum]	633	3e-72	117/178 (65%)	2	532	114	291
evm.model.HiC_scaffold_54.208	BLASTX1	378	XP_042859329.1	uncharacterized protein LOC122245477, partial [Penaeus japonicus]	332	5e-36	58/112 (51%)	25	360	71	181
evm.model.HiC_scaffold_54.209	BLASTX1	2383	XP_042231596.1	proteasome activator complex subunit 4-like isoform X1 [Homarus americanus]	3055	0.0	602/885 (68%)	5	2383	503	1386
evm.model.HiC_scaffold_54.21	BLASTX1	208	KAG7159301.1	C-type lectin-like 16 [Homarus americanus]	162	2e-11	32/62 (51%)	5	175	41	102
evm.model.HiC_scaffold_54.210	BLASTX1	487	XP_045109695.1	uncharacterized protein LOC123503759 [Portunus trituberculatus]	242	2e-21	40/77 (51%)	2	232	27	103
evm.model.HiC_scaffold_54.211	BLASTX1	665	XP_045113619.1	uncharacterized protein LOC123505872 [Portunus trituberculatus]	560	2e-66	138/224 (61%)	6	665	46	246
evm.model.HiC_scaffold_54.212	BLASTX1	3768	XP_045112593.1	LOW QUALITY PROTEIN: nuclear receptor corepressor 1-like [Portunus trituberculatus]	1695	0.0	333/428 (77%)	1	1284	1536	1950
evm.model.HiC_scaffold_54.213	BLASTX1	658	XP_027210450.1	protein disulfide-isomerase A5-like [Penaeus vannamei]	571	1e-65	131/163 (80%)	2	490	384	545
evm.model.HiC_scaffold_54.214	BLASTX1	1546	XP_042239374.1	translation elongation factor 2-like [Homarus americanus]ACS36538.1 elongation factor 2 [Homarus americanus]KAG7159319.1 Elongation factor 2-like [Homarus americanus]	2378	0.0	471/533 (88%)	20	1546	13	545
evm.model.HiC_scaffold_54.215	BLASTX1	190	XP_045137806.1	LOW QUALITY PROTEIN: integrator complex subunit 6-like [Portunus trituberculatus]	330	1e-33	62/63 (98%)	2	190	187	249
evm.model.HiC_scaffold_54.216	BLASTX1	300	KAG7171338.1	Deoxyribodipyrimidine photo-lyase-like 2, partial [Homarus americanus]	248	1e-22	43/61 (70%)	1	183	129	189
evm.model.HiC_scaffold_54.217	BLASTX1	154	XP_313925.3	AGAP005052-PA [Anopheles gambiae str. PEST]EAA09350.3 AGAP005052-PA [Anopheles gambiae str. PEST]	257	5e-24	45/51 (88%)	2	154	447	497
evm.model.HiC_scaffold_54.218	BLASTX1	793	XP_037785678.1	uncharacterized protein LOC119581629 [Penaeus monodon]	361	9e-35	76/151 (50%)	2	331	511	660
evm.model.HiC_scaffold_54.219	BLASTX1	1743	XP_042231596.1	proteasome activator complex subunit 4-like isoform X1 [Homarus americanus]	1068	1e-124	243/435 (55%)	511	1743	1511	1932
evm.model.HiC_scaffold_54.22	BLASTX1	164	XP_042239401.1	histamine H2 receptor-like isoform X1 [Homarus americanus]	217	1e-18	41/41 (100%)	42	164	142	182
evm.model.HiC_scaffold_54.220	BLASTX1	397	KAG0725605.1	Ficolin-3 [Chionoecetes opilio]	254	3e-23	52/103 (50%)	11	310	94	196
evm.model.HiC_scaffold_54.221	BLASTX1	484	KAG0720133.1	Ryncolin-2 [Chionoecetes opilio]	387	2e-42	79/144 (54%)	5	427	83	226
evm.model.HiC_scaffold_54.222	BLASTX1	235	XP_025077921.1	uncharacterized protein LOC112554379 [Pomacea canaliculata]	200	2e-16	33/75 (44%)	8	232	30	104
evm.model.HiC_scaffold_54.223	BLASTX1	582	XP_045167731.1	uncharacterized protein LOC123531017 [Mercenaria mercenaria]	135	6e-06	49/181 (27%)	10	486	8	188
evm.model.HiC_scaffold_54.23	BLASTX1	292	KAG7159300.1	5-hydroxytryptamine receptor 4-like [Homarus americanus]	426	1e-48	93/97 (95%)	1	291	133	229
evm.model.HiC_scaffold_54.24	BLASTX1	1287	KAG0721218.1	Integrator complex subunit 7 [Chionoecetes opilio]	573	4e-68	120/130 (92%)	1	387	1	130
evm.model.HiC_scaffold_54.25	No Hit Found										
evm.model.HiC_scaffold_54.26	BLASTX1	235	KAG0721216.1	40S ribosomal protein S15 [Chionoecetes opilio]	302	8e-33	76/78 (97%)	2	235	36	113
evm.model.HiC_scaffold_54.27	BLASTX1	352	XP_045137479.1	uncharacterized protein LOC123519897 isoform X1 [Portunus trituberculatus]	135	7e-07	36/98 (36%)	58	351	33	100
evm.model.HiC_scaffold_54.28	BLASTX1	662	XP_037796716.1	vascular endothelial growth factor C-like isoform X2 [Penaeus monodon]	503	9e-59	121/256 (47%)	1	660	60	311
evm.model.HiC_scaffold_54.29	BLASTX1	322	XP_037537954.1	salivary glue protein Sgs-3-like [Nematolebias whitei]	136	1e-06	24/53 (45%)	52	210	243	295
evm.model.HiC_scaffold_54.3	No Hit Found										
evm.model.HiC_scaffold_54.30	No Hit Found										
evm.model.HiC_scaffold_54.31	BLASTX1	463	XP_043235699.1	uncharacterized protein LOC122388577 [Amphibalanus amphitrite]	143	6e-07	27/96 (28%)	89	376	245	340
evm.model.HiC_scaffold_54.32	No Hit Found										
evm.model.HiC_scaffold_54.33	BLASTX1	817	XP_045119843.1	UDP-glycosyltransferase UGT5-like isoform X2 [Portunus trituberculatus]	725	2e-89	138/291 (47%)	2	814	63	353
evm.model.HiC_scaffold_54.34	BLASTX1	1026	XP_025015944.1	extensin-3-like [Tetranychus urticae]	737	6e-88	140/341 (41%)	2	1024	197	537
evm.model.HiC_scaffold_54.35	BLASTX1	337	AEO92002.1	C-type lectin 2 [Scylla paramamosain]	260	1e-25	54/110 (49%)	8	337	61	157
evm.model.HiC_scaffold_54.36	BLASTX1	786	XP_044133400.1	cell wall protein DAN4-like [Bufo gargarizans]	416	6e-43	86/245 (35%)	18	746	103	344
evm.model.HiC_scaffold_54.37	No Hit Found										
evm.model.HiC_scaffold_54.38	BLASTX1	574	GFY72238.1	protein ALP1-like [Trichonephila inaurata madagascariensis]	157	3e-10	29/56 (51%)	125	292	9	64
evm.model.HiC_scaffold_54.39	BLASTX1	805	XP_042231596.1	proteasome activator complex subunit 4-like isoform X1 [Homarus americanus]	756	2e-87	139/147 (94%)	2	442	440	586
